,time,open,high,low,close,volume
0,2022-10-27 19:59:00,144.78636254879797,144.83623399431764,144.53760258402008,144.68681874536543,18522
1,2022-10-27 19:58:00,144.68691828916886,144.83623399431764,144.68691828916886,144.78646209260137,6169
2,2022-10-27 19:57:00,144.98554969946642,144.98554969946642,144.8361344505142,144.8361344505142,7379
3,2022-10-27 19:56:00,145.204546067018,145.204546067018,144.94573217809344,145.03532160118266,7379
4,2022-10-27 19:55:00,145.14481978495846,145.204546067018,145.13486540461523,145.204546067018,4601
5,2022-10-27 19:54:00,145.0950478832422,145.1746829259882,145.0950478832422,145.14481978495846,3062
6,2022-10-27 19:53:00,145.13486540461523,145.1547741653017,145.08509350289896,145.08509350289896,3725
7,2022-10-27 19:52:00,145.10500226358545,145.18463730633147,145.10500226358545,145.13486540461523,6236
8,2022-10-27 19:51:00,145.0751391225557,145.13486540461523,145.03532160118266,145.13486540461523,10376
9,2022-10-27 19:50:00,145.16472854564498,145.18463730633147,145.06518474221244,145.06518474221244,7864
10,2022-10-27 19:49:00,145.02536722083943,145.1547741653017,145.02536722083943,145.1547741653017,5221
11,2022-10-27 19:48:00,144.98554969946642,145.05523036186918,144.96564093877993,144.98554969946642,7373
12,2022-10-27 19:47:00,144.94573217809344,145.03532160118266,144.93577779775015,145.03532160118266,6855
13,2022-10-27 19:46:00,144.91586903706366,144.94573217809344,144.89596027637717,144.93577779775015,3400
14,2022-10-27 19:45:00,144.8063708532879,144.95568655843667,144.72673581054187,144.95568655843667,7311
15,2022-10-27 19:44:00,144.64710076779585,144.73669019088513,144.6172376267661,144.73669019088513,3045
16,2022-10-27 19:43:00,144.6172376267661,144.73669019088513,144.54755696436334,144.6172376267661,3960
17,2022-10-27 19:42:00,144.68691828916886,144.73669019088513,144.68691828916886,144.70682704985538,3052
18,2022-10-27 19:41:00,144.63714638745262,144.72673581054187,144.63714638745262,144.72673581054187,1058
19,2022-10-27 19:40:00,144.67696390882563,144.72673581054187,144.54755696436334,144.6172376267661,5967
20,2022-10-27 19:39:00,144.85614275500416,144.8860058960339,144.5077394429903,144.5077394429903,8936
21,2022-10-27 19:38:00,144.8660971353474,144.88590635223048,144.85614275500416,144.88590635223048,2543
22,2022-10-27 19:37:00,144.87605151569065,144.91586903706366,144.83623399431764,144.91586903706366,5880
23,2022-10-27 19:36:00,144.91586903706366,144.91586903706366,144.78646209260137,144.87605151569065,1227
24,2022-10-27 19:35:00,144.77650771225814,144.8860058960339,144.77650771225814,144.8262796139744,1294
25,2022-10-27 19:34:00,144.7167814301986,144.8262796139744,144.7167814301986,144.8262796139744,1230
26,2022-10-27 19:33:00,144.76645378811145,144.76655333191488,144.70682704985538,144.76655333191488,1181
27,2022-10-27 19:32:00,144.76655333191488,144.76655333191488,144.64710076779585,144.7167814301986,2649
28,2022-10-27 19:31:00,144.66700952848237,144.78646209260137,144.66700952848237,144.78646209260137,4322
29,2022-10-27 19:30:00,144.53760258402008,144.63714638745262,144.43805878058757,144.58737448573635,5881
30,2022-10-27 19:29:00,144.67696390882563,144.67696390882563,144.58737448573635,144.58737448573635,3628
31,2022-10-27 19:28:00,144.63714638745262,144.63714638745262,144.54755696436334,144.63714638745262,3476
32,2022-10-27 19:27:00,144.63714638745262,144.74664457122836,144.63714638745262,144.64710076779585,2325
33,2022-10-27 19:26:00,144.76655333191488,144.76655333191488,144.5774201053931,144.74664457122836,2934
34,2022-10-27 19:25:00,144.54755696436334,144.76655333191488,144.53760258402008,144.5575113447066,6057
35,2022-10-27 19:24:00,144.76655333191488,144.76655333191488,144.53760258402008,144.54755696436334,7668
36,2022-10-27 19:23:00,144.93577779775015,144.95568655843667,144.76655333191488,144.76655333191488,5482
37,2022-10-27 19:22:00,144.9059146567204,145.03522205737926,144.9059146567204,144.94573217809344,3173
38,2022-10-27 19:21:00,144.98554969946642,145.0154128404962,144.87605151569065,144.87605151569065,2962
