time,sum_value,count_value,volatility
2022-10-27,0.6827887671321962,890,0.02769798530644739
2022-10-28,1.1414562220685534,896,0.03569238961481559
2022-10-31,0.5833782870207677,845,0.026275245105422347
2022-11-01,0.30708470548099415,786,0.019765955821002035
2022-11-02,0.35277726863411746,849,0.020384330474598984
2022-11-03,3.755155641915605,883,0.06521291587009749
2022-11-04,5.839453007529284,895,0.0807745535427632
2022-11-07,6.320606189475072,888,0.08436705377647354
2022-11-08,3.777406375968244,797,0.06884425329688255
2022-11-09,6.744505864663338,809,0.09130631330187629
2022-11-10,2.661340473595913,861,0.055596652545016424
2022-11-11,0.12107060549986717,851,0.011927641494013586
2022-11-14,0.032040695772325746,777,0.006421558743436046
2022-11-15,0.10909231629089017,801,0.011670267838585895
2022-11-16,0.023790030440834494,783,0.005512094033997912
2022-11-17,0.10475332226462583,810,0.011372118941322566
2022-11-18,0.09676396967792962,749,0.01136621664164903
2022-11-21,0.04204169155721967,740,0.0075374462982462104
2022-11-22,0.03283781503563439,754,0.006599354425025323
2022-11-23,0.0501601268557037,783,0.008003840621500738
2022-11-25,0.026812742718467685,486,0.007427668039643072
2022-11-28,0.8530178748676384,842,0.03182900190196953
2022-11-29,1.963624954216579,812,0.04917577994072934
2022-11-30,1.518677428206502,852,0.04221948891653982
2022-12-01,0.09729816342433206,779,0.011175927930810726
2022-12-02,0.23191924980806827,675,0.018536020980505247
2022-12-05,0.2145514008748639,773,0.01666003579985189
2022-12-06,0.9840743584888026,763,0.03591300027994336
2022-12-07,2.6641982606490444,803,0.057600399765211134
2022-12-08,1.7814780052128996,730,0.04940021081998301
2022-12-09,1.3746668985984762,740,0.04310055650544459
2022-12-12,1.4953463121052806,721,0.0455410730789023
2022-12-13,0.492378625761056,757,0.025503609860815835
2022-12-14,0.8673163805827788,753,0.03393839392851773
2022-12-15,5.277311083600586,852,0.0787021416063624
2022-12-16,8.985888848329926,864,0.10198202937379053
2022-12-19,11.333891614304624,843,0.11595133154149247
2022-12-20,12.687256653012934,831,0.12356155090816662
2022-12-21,8.601605685956553,790,0.10434609941553226
2022-12-22,11.626608031780238,784,0.12177790104691885
2022-12-23,12.30704476358269,750,0.12809915307335273
2022-12-27,14.952755792226673,809,0.1359522374513128
2022-12-28,20.30405011085309,823,0.15706934066667583
2022-12-29,18.223378723236276,822,0.1488944609129402
2022-12-30,17.313699151018795,783,0.14870105589500582
2023-01-03,23.904168666279126,867,0.1660455624103508
2023-01-04,24.366981622670945,882,0.1662136074183162
2023-01-05,24.866864464843342,861,0.16994521377510977
2023-01-06,20.12032980101578,794,0.15918688936075223
2023-01-09,14.3912515840259,818,0.1326394251170676
2023-01-10,15.43785676524899,785,0.14023572859141706
2023-01-11,12.316476574715576,807,0.12353968089959075
2023-01-12,10.22225356132631,779,0.1145525063690801
2023-01-13,9.548684847099816,739,0.11367096860226338
2023-01-17,7.626823167993673,784,0.09863108422552261
2023-01-18,7.251633228247395,802,0.09508909871050049
2023-01-19,8.717134118345177,799,0.10445120974384482
2023-01-20,6.828333821185862,793,0.09279418860615263
2023-01-23,3.4245634314040525,802,0.06534546056318319
2023-01-24,2.3470909434547576,833,0.0530814109328337
2023-01-25,2.8091072361478915,825,0.05835219334402136
2023-01-26,1.5074848912311383,790,0.043683048463647664
2023-01-27,0.6952469996664609,769,0.03006812809711603
2023-01-30,1.2455332239077253,802,0.03940855167374337
2023-01-31,1.4967469878345248,792,0.04347219864863775
2023-02-01,1.2004335727283084,828,0.03807622619009924
2023-02-02,0.19076235392689586,918,0.014415343508243946
2023-02-03,0.8633548427107413,884,0.0312513319663784
2023-02-06,0.2956182383366225,851,0.018638065440296725
2023-02-07,0.46859874452949135,794,0.024293512327801057
2023-02-08,0.38295559689810804,793,0.021975441896120555
2023-02-09,0.3481848671095116,802,0.02083616374450728
2023-02-10,0.03951933746897309,769,0.007168720658278431
2023-02-13,0.4256368787149866,744,0.02391845686740666
